text,labels
"Question: Is the refrigerator with a 500-liter capacity and an Energy Star rating, according to the document and image, a match for modern kitchens? Answer: The appliance fails to meet both the capacity and energy efficiency standards, Match Score: 0",2  
"Question: Does the smartwatch with advanced fitness tracking and GPS, based on the document and row, meet our health monitoring requirements? Answer: The smartwatch completely lacks the necessary tracking features, Match Score: 0",2  
"Question: Can the noise-cancelling headphones with high fidelity sound and long battery life, as referenced in the document and image, satisfy audiophile standards? Answer: The headphones do not deliver any of the promised audio or battery features, Match Score: 0",2  
"Question: Is the designer dress with contemporary style and high-quality fabric, as seen in the document and row, suitable for luxury fashion? Answer: The dress does not meet any of the required style or quality standards, Match Score: 0",2  
"Question: Does the home printer with high-speed printing and duplex scanning, as referenced in the document and image, fulfill modern office requirements? Answer: The printer fails to achieve the necessary speed or scanning capabilities, Match Score: 0",2  
"Question: Can the gaming console with VR support and 4K graphics, based on the document and row, provide a high-end gaming experience? Answer: The console lacks both VR support and 4K functionality, Match Score: 0",2  
"Question: Is the smart TV with 4K resolution and smart connectivity, as seen in the document and image, a match for modern home entertainment? Answer: The TV does not deliver either 4K quality or smart features, Match Score: 0",2  
"Question: Does the air purifier with HEPA filtration and high airflow, based on the document and row, meet stringent indoor air quality standards? Answer: The device does not provide effective filtration or sufficient airflow, Match Score: 0",2  
"Question: Can the portable speaker with deep bass and clear sound, as referenced in the document and image, meet outdoor audio demands? Answer: The speaker fails to produce clear sound or the promised deep bass, Match Score: 0",2  
"Question: Is the smartwatch with comprehensive activity tracking and smartphone integration, based on the document and row, suitable for tech enthusiasts? Answer: The smartwatch does not integrate or track activities as required, Match Score: 0",2  
"Question: Does the DSLR camera with interchangeable lenses and high ISO performance, as seen in the document and image, meet professional photography standards? Answer: The camera lacks both interchangeable lenses and high ISO capabilities, Match Score: 0",2  
"Question: Can the electric scooter with long battery life and high top speed, based on the document and row, be used for efficient urban commuting? Answer: The scooter fails to deliver both battery longevity and top speed, Match Score: 0",2  
"Question: Is the gaming laptop with a high-performance processor and dedicated graphics, as referenced in the document and image, adequate for competitive gaming? Answer: The laptop does not offer the required processor speed or graphics performance, Match Score: 0",2  
